3.566	1023.56
6.345	1388.06
9.023	1664.06
11.66	1875.38
14.37	2043
16.85	2197.31
19.82	2312.81
22.4	2421.75
25.01	2523.56
28.04	2603.06
47.82	3083.44
85.2	3483.94
120.9	3713.25
157.7	3861.37
193.3	3965.06
229	4053.94
268	4123.12
302.4	4177.12
340.1	4225.69
377	4260
436.7	4330.69
774.8	4499.06
1106	4583.81
1435	4636.5
1765	4673.81
2105	4706.81
2431	4729.12
2779	4747.31
3105	4763.25
3436	4775.25
 
